frame,id,x1,y1,x2,y2,class,conf
77,13,551,386,603,457,player,0.9040385484695435
77,13,219,391,268,488,player,0.9140073657035828
77,10,578,251,608,327,player,0.8922266364097595
77,16,752,258,790,332,player,0.7216045260429382
78,2,414,186,441,259,player,0.8771946430206299
78,3,775,241,814,301,player,0.9098413586616516
78,4,271,471,332,566,player,0.8958069086074829
78,5,0,295,28,382,player,0.8965770602226257
78,6,928,381,985,476,player,0.9383191466331482
78,7,764,124,788,172,player,0.8831473588943481
78,8,1060,173,1103,222,player,0.9090901017189026
78,9,344,184,367,249,player,0.8960535526275635
78,14,591,127,615,181,player,0.8886942267417908
78,80,988,328,1038,413,player,0.9355508089065552
78,109,629,355,670,437,player,0.9044514298439026
78,13,546,386,601,458,player,0.8939109444618225
78,13,210,394,260,487,player,0.9246814250946045
78,10,567,253,599,328,player,0.8965925574302673
79,2,404,187,431,259,player,0.8687732815742493
79,3,767,240,808,302,player,0.9187400937080383
79,4,268,467,328,565,player,0.9072673916816711
79,5,0,296,19,385,player,0.8190548419952393
79,6,927,381,978,476,player,0.9266456365585327
79,7,757,124,781,173,player,0.8766348361968994
79,8,1056,173,1100,224,player,0.8870831727981567
79,9,333,184,357,250,player,0.8956008553504944
79,14,584,127,606,181,player,0.8778724670410156
79,80,983,328,1034,416,player,0.9292775392532349
79,109,631,354,670,437,player,0.9006994962692261
79,13,542,385,602,457,player,0.909684956073761
79,13,204,395,252,488,player,0.9182437062263489
79,10,556,254,590,328,player,0.8986811637878418
79,150,1256,306,1278,382,player,0.8824517130851746
80,2,392,187,421,260,player,0.8911580443382263
80,3,760,241,803,303,player,0.9086822271347046
80,4,266,465,322,566,player,0.9204939007759094
80,6,926,381,972,476,player,0.9221736788749695
80,7,750,125,774,175,player,0.8821509480476379
80,8,1054,173,1097,225,player,0.8369643092155457
80,9,322,184,348,250,player,0.8848258256912231
80,14,577,127,597,182,player,0.8892108798027039
80,80,981,329,1031,419,player,0.9291598796844482
80,109,629,353,670,437,player,0.9240630269050598
80,13,543,385,603,454,player,0.4336172640323639
80,13,197,396,245,489,player,0.9238237738609314
80,10,548,254,582,329,player,0.9049455523490906
80,150,1244,308,1276,384,player,0.8926582932472229
81,2,380,188,410,260,player,0.8746951222419739
81,3,756,242,797,304,player,0.9047079682350159
81,4,266,464,318,568,player,0.9146509766578674
81,6,923,379,968,475,player,0.9204277992248535
81,7,744,126,767,175,player,0.8949868679046631
81,8,1054,174,1094,224,player,0.7507252097129822
81,9,312,184,338,250,player,0.9018545150756836
81,14,569,128,588,182,player,0.8793929815292358
81,80,983,331,1028,421,player,0.9208905100822449
81,109,629,352,674,432,player,0.9163996577262878
81,13,543,384,605,454,player,0.8734341263771057
81,13,190,394,239,490,player,0.9258957505226135
81,10,541,255,573,331,player,0.8935722708702087
81,150,1233,309,1270,385,player,0.9026466012001038
82,2,370,189,399,261,player,0.8798603415489197
82,3,750,243,791,305,player,0.899020254611969
82,4,262,462,312,569,player,0.9103615283966064
82,6,920,378,963,475,player,0.9160526990890503
82,7,738,127,759,175,player,0.9058976769447327
82,8,1056,174,1091,225,player,0.8965440988540649
82,9,301,184,328,251,player,0.8941506147384644
82,14,560,128,579,182,player,0.8859564661979675
82,80,984,334,1025,421,player,0.9224186539649963
82,109,632,352,680,428,player,0.8975970149040222
82,13,547,385,606,454,player,0.8902719616889954
82,13,181,392,230,490,player,0.9311237335205078
82,10,535,255,564,333,player,0.9031840562820435
82,150,1222,311,1260,386,player,0.9079762101173401
83,2,360,189,389,262,player,0.8930086493492126
83,3,746,243,786,305,player,0.8934926986694336
83,4,255,461,307,569,player,0.9194356203079224
83,6,917,377,960,475,player,0.9130310416221619
83,7,731,128,751,175,player,0.9031510949134827
83,8,1054,172,1088,224,player,0.8955642580986023
83,9,290,184,318,251,player,0.8924998641014099
83,14,551,128,570,183,player,0.8840265870094299
83,80,980,335,1023,423,player,0.9395219087600708
83,109,637,352,675,429,player,0.8647962808609009
83,13,552,386,606,455,player,0.8531716465950012
83,13,172,390,223,489,player,0.9216654300689697
83,10,527,256,555,335,player,0.8935447335243225
83,150,1213,311,1250,387,player,0.9079036712646484
84,2,350,189,378,263,player,0.882927656173706
84,3,740,244,781,305,player,0.9167451858520508
84,4,247,459,302,571,player,0.9184092879295349
84,6,915,377,955,475,player,0.9052584171295166
84,7,722,128,745,175,player,0.8990246057510376
84,8,1050,170,1085,224,player,0.8984139561653137
84,9,280,184,308,251,player,0.9086917638778687
84,14,542,128,561,183,player,0.9022785425186157
84,80,972,336,1022,422,player,0.9345577359199524
84,109,633,352,678,429,player,0.9201086759567261
84,13,560,385,607,457,player,0.8924383521080017
84,13,164,388,216,486,player,0.9234880208969116
84,10,519,257,545,336,player,0.9027499556541443
84,150,1203,312,1238,388,player,0.9079142212867737
85,2,340,190,367,264,player,0.8893381953239441
85,3,732,244,777,305,player,0.883359432220459
85,4,240,459,295,571,player,0.9339931607246399
85,6,912,377,952,475,player,0.9086198210716248
85,7,713,127,739,176,player,0.9112277030944824
85,8,1045,169,1083,226,player,0.9125247001647949
85,9,270,184,298,251,player,0.8911994099617004
85,14,532,129,552,184,player,0.8998258113861084
85,80,963,337,1021,424,player,0.9260551929473877
85,109,627,352,679,429,player,0.932007372379303
85,13,557,383,609,457,player,0.8984913229942322
85,13,156,387,209,484,player,0.9228570461273193
85,10,509,258,536,337,player,0.8898557424545288
85,150,1194,313,1228,389,player,0.9103606939315796
86,2,330,190,357,265,player,0.8933623433113098
86,3,725,244,772,306,player,0.9228550791740417
86,4,233,459,290,571,player,0.9317500591278076
86,6,909,378,951,473,player,0.9147201776504517
86,7,705,127,732,178,player,0.9026272892951965
86,8,1040,169,1080,227,player,0.8987276554107666
86,9,259,184,288,251,player,0.8909255266189575
86,14,522,129,545,184,player,0.9163416028022766
86,80,957,338,1019,427,player,0.9335256218910217
86,109,623,350,682,428,player,0.9256253838539124
86,13,552,381,610,456,player,0.9106131792068481
86,13,150,387,201,483,player,0.9202244877815247
86,10,500,259,527,338,player,0.8932054042816162
86,150,1183,314,1217,390,player,0.9090919494628906
87,2,319,190,345,265,player,0.8885446786880493
87,3,717,244,767,308,player,0.9009606838226318
87,4,226,461,284,571,player,0.9302141666412354
87,6,906,379,950,473,player,0.9246821999549866
87,7,696,127,725,180,player,0.908416748046875
87,8,1038,169,1077,229,player,0.8865346312522888
87,9,248,184,277,251,player,0.9015997648239136
87,14,512,129,536,184,player,0.9131431579589844
87,80,955,338,1016,428,player,0.9510064125061035
87,109,623,349,680,424,player,0.9223184585571289
87,13,550,380,613,457,player,0.8729170560836792
87,13,145,388,192,483,player,0.9192781448364258
87,10,490,261,517,339,player,0.8858126997947693
87,150,1173,315,1207,390,player,0.9073167443275452
88,2,307,191,334,265,player,0.8850567936897278
88,3,711,245,762,309,player,0.9109997749328613
88,4,222,462,277,571,player,0.9361470937728882
88,6,902,380,948,474,player,0.9338335394859314
88,7,690,128,718,179,player,0.8972651362419128
88,8,1041,170,1073,229,player,0.8734061121940613
88,9,237,184,263,251,player,0.8955843448638916
88,14,501,129,527,184,player,0.907505214214325
88,80,957,338,1012,429,player,0.9348301887512207
88,109,625,348,679,424,player,0.914389967918396
88,13,549,379,616,459,player,0.9197148680686951
88,13,141,390,182,483,player,0.8958731889724731
88,10,480,260,508,339,player,0.875361442565918
88,150,1163,316,1196,390,player,0.9072337746620178
89,2,295,191,322,266,player,0.8873610496520996
89,3,707,246,756,311,player,0.861528754234314
89,4,221,463,271,571,player,0.932297945022583
89,6,896,379,944,473,player,0.9162172079086304
89,7,681,128,710,180,player,0.8963180780410767
89,8,1038,171,1067,229,player,0.8574994206428528
89,9,226,184,250,251,player,0.8768904805183411
89,14,490,129,517,184,player,0.901122510433197
89,80,963,337,1007,428,player,0.8629207611083984
89,109,632,348,679,424,player,0.8864923715591431
89,13,554,378,614,459,player,0.7789316177368164
89,13,133,389,173,485,player,0.9212591648101807
89,10,470,260,497,338,player,0.8974550366401672
89,150,1151,317,1184,386,player,0.8644652366638184
89,79,576,379,614,460,player,0.833365261554718
90,2,282,191,310,266,player,0.8939614295959473
90,3,705,248,749,310,player,0.8415161371231079
90,4,220,463,262,572,player,0.9032495021820068
90,6,888,376,938,472,player,0.9320582151412964
90,7,675,129,701,179,player,0.8865736126899719
90,8,1036,172,1062,229,player,0.882250964641571
90,9,213,184,237,251,player,0.8761589527130127
90,14,479,129,507,185,player,0.8920320868492126
90,80,969,337,1002,418,player,0.8789404630661011
90,109,634,348,681,424,player,0.8587006330490112
90,13,562,378,610,460,player,0.881452202796936
90,13,122,389,164,485,player,0.9200477600097656
90,10,460,259,487,338,player,0.8947329521179199
90,150,1139,318,1173,387,player,0.8621001839637756
90,16,649,261,691,338,player,0.6023566722869873
90,172,966,376,992,429,player,0.871388852596283
91,2,269,190,296,267,player,0.8978431820869446
91,3,702,250,740,311,player,0.895134687423706
91,4,211,463,254,573,player,0.9142988920211792
91,6,883,374,929,469,player,0.9237633347511292
91,7,667,129,693,179,player,0.9058080911636353
91,8,1028,172,1056,228,player,0.9020249843597412
91,9,200,184,223,251,player,0.8817773461341858
91,14,469,128,495,185,player,0.8904953002929688
91,80,967,339,997,407,player,0.8541507720947266
91,109,630,346,682,425,player,0.9079470634460449
91,13,567,378,609,460,player,0.8770078420639038
91,13,109,388,155,486,player,0.9127388000488281
91,10,447,259,476,338,player,0.8631249666213989
91,150,1127,318,1161,389,player,0.8755977153778076
91,16,637,262,680,337,player,0.7788435816764832
91,172,964,377,990,432,player,0.8503808975219727
92,2,255,190,282,267,player,0.8913546204566956
92,3,694,259,732,311,player,0.7577813863754272
92,4,207,461,246,573,player,0.8647367358207703
92,6,879,372,920,466,player,0.9265681505203247
92,7,658,129,685,179,player,0.9024441242218018
92,8,1019,171,1051,226,player,0.8985603451728821
92,9,187,184,210,252,player,0.8760561943054199
92,14,459,128,485,185,player,0.8871665596961975
92,80,965,341,992,404,player,0.85704505443573
92,109,627,344,682,419,player,0.8980145454406738
92,13,563,377,608,461,player,0.9225291013717651
92,13,96,386,147,485,player,0.9279465675354004
92,150,1114,319,1149,389,player,0.9099681973457336
92,16,626,263,670,337,player,0.8549259901046753
92,172,964,385,985,435,player,0.7923150658607483
93,2,241,191,269,267,player,0.8860424757003784
93,3,685,264,727,311,player,0.7851117253303528
93,4,191,459,238,574,player,0.9174834489822388
93,6,872,371,912,464,player,0.9124327898025513
93,7,648,128,676,179,player,0.904938280582428
93,8,1010,171,1046,227,player,0.908351719379425
93,9,174,184,197,252,player,0.8685515522956848
93,14,449,128,473,185,player,0.888761579990387
93,80,960,341,987,426,player,0.8771060705184937
93,109,626,342,682,414,player,0.8941296339035034
93,13,557,376,608,460,player,0.9187697768211365
93,13,85,384,139,485,player,0.923393726348877
93,10,422,259,455,339,player,0.879101037979126
93,150,1102,320,1138,389,player,0.8865227699279785
93,180,685,247,729,306,player,0.6516926288604736
93,181,616,264,660,336,player,0.5847137570381165
94,2,227,191,255,268,player,0.8819856643676758
94,3,676,260,711,311,player,0.7893053889274597
94,4,179,459,232,575,player,0.9268273711204529
94,6,865,370,904,463,player,0.9149631261825562
94,7,638,128,668,180,player,0.90676349401474
94,8,1001,170,1041,228,player,0.8883276581764221
94,9,161,183,183,252,player,0.8718010187149048
94,14,440,128,461,184,player,0.8799755573272705
94,80,951,342,987,433,player,0.9256847500801086
94,109,631,341,676,415,player,0.8756086826324463
94,13,550,375,608,461,player,0.9199432134628296
94,13,73,384,130,484,player,0.9348579049110413
94,10,409,259,444,340,player,0.8983429670333862
94,150,1090,320,1125,388,player,0.8760972023010254
94,180,686,247,723,305,player,0.8257011771202087
94,181,607,265,650,337,player,0.6271977424621582
95,2,213,191,241,268,player,0.8927385807037354
95,4,167,460,226,575,player,0.9276402592658997
95,6,846,369,896,462,player,0.9260069727897644
95,7,628,128,659,180,player,0.8972794413566589
95,8,994,171,1035,228,player,0.8836498260498047
95,9,148,184,170,252,player,0.8639823794364929
95,14,430,128,450,185,player,0.8767585754394531
95,80,939,342,989,436,player,0.9132285714149475
95,109,637,341,675,415,player,0.865402340888977
95,13,546,375,612,461,player,0.860538125038147
95,13,63,384,122,481,player,0.9212054014205933
95,10,396,260,433,341,player,0.8995548486709595
95,150,1077,320,1113,388,player,0.8822177648544312
95,180,683,246,718,309,player,0.8668941855430603
95,181,601,265,640,337,player,0.5550018548965454
96,2,199,191,228,269,player,0.8977797627449036
96,4,159,461,217,575,player,0.9299301505088806
96,6,835,367,888,458,player,0.9310275912284851
96,7,619,128,650,181,player,0.9042330384254456
96,8,990,172,1028,226,player,0.8676595687866211
96,9,134,183,156,251,player,0.8725513815879822
96,14,417,128,439,184,player,0.8871282935142517
96,80,931,340,988,438,player,0.9271246194839478
96,109,631,339,676,415,player,0.8943729996681213
96,13,543,375,615,463,player,0.9092907309532166
96,13,55,385,113,480,player,0.9378278255462646
96,10,384,260,420,341,player,0.8976584076881409
96,150,1065,320,1102,388,player,0.9030115604400635
96,16,595,265,632,337,player,0.5025577545166016
96,180,680,246,713,313,player,0.8737273216247559
96,189,1250,214,1277,270,player,0.881598949432373
97,2,185,191,214,269,player,0.9035961627960205
97,4,152,462,209,574,player,0.9233610033988953
97,6,828,366,880,453,player,0.9195451736450195
97,7,612,128,640,181,player,0.8915678858757019
97,8,989,173,1022,226,player,0.8681997060775757
97,9,121,183,142,251,player,0.8774856328964233
97,14,404,127,427,184,player,0.882415235042572
97,80,929,342,982,441,player,0.9141908288002014
97,109,626,337,678,413,player,0.9134736061096191
97,13,559,375,613,466,player,0.8794492483139038
97,13,48,386,104,481,player,0.9290289282798767
97,10,370,260,407,341,player,0.9063770174980164
97,150,1053,319,1090,388,player,0.8982639908790588
97,16,589,266,623,337,player,0.5816166996955872
97,180,677,247,705,312,player,0.8569048047065735
97,189,1241,211,1275,271,player,0.8727433085441589
98,2,171,191,201,269,player,0.8999497294425964
98,4,148,463,202,575,player,0.9267978072166443
98,6,827,364,873,451,player,0.9223025441169739
98,7,606,128,630,181,player,0.8976056575775146
98,8,987,172,1019,226,player,0.8801127672195435
98,9,107,183,128,251,player,0.865054190158844
98,14,391,126,416,184,player,0.901088535785675
98,80,936,343,976,436,player,0.8151041269302368
98,109,621,334,682,410,player,0.9144489765167236
98,13,569,376,603,467,player,0.8633469343185425
98,13,45,387,98,481,player,0.9318667054176331
98,10,358,259,396,341,player,0.9183695912361145
98,150,1042,318,1079,388,player,0.9071818590164185
98,16,579,264,617,337,player,0.7671019434928894
98,180,664,246,699,313,player,0.8819960355758667
98,189,1232,208,1275,272,player,0.8866136074066162
98,172,938,384,971,442,player,0.8067644834518433
99,2,157,192,187,269,player,0.8916131854057312
99,4,144,464,195,576,player,0.9250860214233398
99,6,825,363,867,450,player,0.91237872838974
99,7,595,128,620,181,player,0.8972867131233215
99,8,983,171,1013,226,player,0.8522695302963257
99,9,94,183,113,251,player,0.8618166446685791
99,14,377,126,406,184,player,0.9024848341941833
99,80,938,345,972,410,player,0.7743356227874756
99,109,620,332,681,408,player,0.857831597328186
99,13,556,376,597,468,player,0.868813693523407
99,13,39,386,91,482,player,0.9167572855949402
99,10,346,259,383,341,player,0.8981302380561829
99,150,1030,319,1067,382,player,0.8577095866203308
99,180,659,245,693,311,player,0.8767329454421997
99,189,1228,207,1275,273,player,0.9031153917312622
99,172,937,382,968,442,player,0.7947793006896973
100,2,143,192,173,270,player,0.8893682956695557
100,4,136,463,186,577,player,0.9222625494003296
100,6,817,362,862,449,player,0.9176705479621887
100,7,584,128,611,180,player,0.9024895429611206
100,8,975,169,1006,227,player,0.8896154761314392
100,9,79,183,99,252,player,0.8596767783164978
100,14,363,126,396,184,player,0.900196373462677
100,109,623,331,675,408,player,0.8901591300964355
100,13,557,374,594,469,player,0.8842719793319702
100,13,30,384,82,483,player,0.9176712036132812
100,10,336,259,372,340,player,0.8999764919281006
100,150,1018,319,1054,386,player,0.9097961783409119
100,180,652,244,687,307,player,0.871152400970459
100,189,1226,207,1272,272,player,0.8937575221061707
100,172,931,358,964,443,player,0.8509663343429565
101,2,128,192,158,271,player,0.8909072279930115
101,4,124,462,176,578,player,0.9159759879112244
101,6,805,359,855,448,player,0.9385439157485962
101,7,572,128,602,182,player,0.905772864818573
101,8,966,168,999,229,player,0.9175355434417725
101,9,64,183,85,251,player,0.8606879115104675
101,14,350,127,384,184,player,0.9106132984161377
101,109,633,329,671,408,player,0.8645128011703491
101,13,550,373,593,468,player,0.9036461710929871
101,13,17,382,75,483,player,0.9268906712532043
101,10,327,259,360,340,player,0.8921924829483032
101,150,1005,320,1042,388,player,0.907304584980011
101,180,643,243,681,311,player,0.9056915044784546
101,189,1224,209,1268,272,player,0.9079854488372803
101,172,920,350,965,443,player,0.9289846420288086
102,2,112,192,143,271,player,0.8890052437782288
102,4,111,460,166,578,player,0.9281458258628845
102,6,794,356,847,445,player,0.9396429657936096
102,7,561,128,592,183,player,0.9109082818031311
102,8,958,168,994,230,player,0.9109343886375427
102,9,48,183,71,252,player,0.8825949430465698
102,14,336,127,370,184,player,0.9022154808044434
102,109,634,328,669,408,player,0.8771321773529053
102,13,542,372,592,468,player,0.921957790851593
102,13,5,380,66,482,player,0.9105237722396851
102,10,319,258,348,341,player,0.8717207312583923
102,150,993,321,1029,389,player,0.9025840163230896
102,16,534,261,579,337,player,0.836550772190094
102,180,632,243,674,313,player,0.9185265302658081
102,189,1215,209,1265,272,player,0.9165905117988586
102,172,909,347,964,445,player,0.9200109243392944
102,207,1255,280,1277,333,player,0.7845569252967834
103,2,96,193,127,271,player,0.8854377269744873
103,4,98,460,157,579,player,0.9112421274185181
103,6,789,354,840,441,player,0.9385692477226257
103,7,551,128,582,184,player,0.9115375876426697
103,8,950,169,988,230,player,0.8879919648170471
103,9,30,183,58,252,player,0.8919112086296082
103,14,322,127,356,183,player,0.8925880193710327
103,109,631,342,669,408,player,0.8989992737770081
103,13,539,372,595,468,player,0.9262475371360779
103,13,0,380,56,480,player,0.9393637776374817
103,10,307,258,336,342,player,0.8762040734291077
103,150,981,321,1017,390,player,0.924081563949585
103,180,622,243,669,314,player,0.9222015142440796
103,189,1206,209,1259,271,player,0.9270718693733215
103,172,901,346,962,446,player,0.9161098599433899
103,207,1240,275,1275,333,player,0.8514112234115601
104,2,80,192,113,272,player,0.8885723352432251
104,4,87,461,148,578,player,0.9294909238815308
104,6,787,351,831,440,player,0.9042114019393921
104,7,542,128,572,184,player,0.8822420239448547
104,8,946,170,980,232,player,0.8708654642105103
104,9,13,184,46,252,player,0.9138283729553223
104,14,310,126,343,183,player,0.9023284316062927
104,109,631,332,671,405,player,0.9081410765647888
104,13,533,372,597,469,player,0.9234377145767212
104,13,0,380,45,478,player,0.9244883060455322
104,10,295,259,323,343,player,0.8900010585784912
104,150,969,322,1004,390,player,0.9132035970687866
104,180,613,244,663,315,player,0.9104909300804138
104,189,1199,211,1253,273,player,0.8835744261741638
104,172,902,346,959,446,player,0.8917527794837952
104,207,1230,272,1274,331,player,0.8601664304733276
105,2,65,192,99,272,player,0.890487790107727
105,4,78,462,139,579,player,0.9345754384994507
105,6,782,350,823,439,player,0.9164437055587769
105,7,537,128,562,183,player,0.8756511211395264
105,8,944,171,973,231,player,0.8709072470664978
105,9,0,184,34,253,player,0.900955855846405
105,14,299,126,329,183,player,0.8876586556434631
105,109,633,328,672,402,player,0.8894760012626648
105,13,544,374,596,470,player,0.9082777500152588
105,13,0,381,34,480,player,0.9266894459724426
105,10,280,260,311,343,player,0.9012515544891357
105,150,956,323,992,389,player,0.8963921666145325
105,180,608,244,654,316,player,0.9045081734657288
105,189,1193,211,1247,274,player,0.902701735496521
105,172,902,345,958,446,player,0.909464418888092
105,207,1223,268,1274,330,player,0.846932053565979
106,2,50,192,83,272,player,0.886904239654541
106,4,72,464,128,579,player,0.9109772443771362
106,6,776,347,815,439,player,0.9167736172676086
106,7,529,128,552,183,player,0.8997681736946106
106,8,938,170,965,230,player,0.902880072593689
106,9,0,183,20,253,player,0.89747154712677
106,14,288,124,315,182,player,0.8598909974098206
106,109,635,327,675,401,player,0.8947616815567017
106,13,549,376,586,472,player,0.8646726012229919
106,13,0,382,22,482,player,0.8983131647109985
106,10,265,260,299,343,player,0.9025143384933472
106,150,943,323,980,390,player,0.9055432081222534
106,180,605,245,645,315,player,0.8905671238899231
106,189,1192,211,1242,275,player,0.8921414613723755
106,172,902,343,955,446,player,0.8961571455001831
106,207,1220,267,1272,328,player,0.7909323573112488
107,2,36,192,68,273,player,0.8862999081611633
107,4,69,466,116,580,player,0.9156510233879089
107,6,763,343,807,438,player,0.9079492092132568
107,7,518,127,542,182,player,0.8935446739196777
107,8,928,170,958,229,player,0.8895905017852783
107,14,278,123,302,181,player,0.872143566608429
107,109,628,327,676,400,player,0.9214465618133545
107,13,548,377,577,472,player,0.8497768640518188
107,13,0,383,12,471,player,0.841095507144928
107,10,250,262,288,344,player,0.9079418182373047
107,150,931,323,968,390,player,0.8812491297721863
107,180,604,245,637,315,player,0.8785650134086609
107,189,1196,212,1238,275,player,0.8963161110877991
107,172,898,342,947,444,player,0.8971772193908691
107,207,1222,269,1267,329,player,0.8208606243133545
107,219,1249,223,1273,276,player,0.6283704042434692
108,2,21,192,53,273,player,0.8876556754112244
108,4,65,466,107,582,player,0.9121568202972412
108,6,757,341,799,433,player,0.9212636947631836
108,7,506,127,533,183,player,0.9016609191894531
108,8,919,169,952,228,player,0.9078866243362427
108,14,268,122,289,180,player,0.8639066815376282
108,109,621,326,674,397,player,0.9292457699775696
108,13,541,378,574,472,player,0.8821384310722351
108,10,235,262,276,344,player,0.9116532206535339
108,150,918,323,955,386,player,0.8784304261207581
108,180,597,245,630,316,player,0.8975270986557007
108,189,1193,212,1234,274,player,0.8978849053382874
108,172,896,341,942,443,player,0.8991336822509766
108,207,1221,264,1263,330,player,0.8588429689407349
108,219,1239,207,1274,273,player,0.8156489133834839
109,2,9,192,39,274,player,0.8826266527175903
109,4,56,465,97,580,player,0.8846766352653503
109,6,750,339,791,424,player,0.9136043190956116
109,7,495,128,523,184,player,0.9056290984153748
109,8,908,168,947,230,player,0.9130591154098511
109,14,256,122,277,181,player,0.8664517402648926
109,109,618,325,674,397,player,0.9084612131118774
109,13,533,376,573,473,player,0.8751130700111389
109,10,219,262,264,345,player,0.9055361747741699
109,150,906,324,944,385,player,0.8145427703857422
109,16,470,259,514,337,player,0.9184442758560181
109,180,588,244,625,316,player,0.9036346673965454
109,189,1184,211,1228,276,player,0.8694725036621094
109,172,893,341,936,442,player,0.9073104858398438
109,207,1212,260,1258,330,player,0.8848072290420532
109,219,1232,202,1274,263,player,0.7896931767463684
110,2,0,192,25,275,player,0.9060079455375671
110,4,40,465,88,583,player,0.9138652682304382
110,6,744,336,784,421,player,0.9196558594703674
110,7,484,128,515,184,player,0.9130067229270935
110,8,899,168,941,230,player,0.8982461094856262
110,14,242,122,265,181,player,0.8549804091453552
110,109,618,325,668,396,player,0.9048265218734741
110,13,523,375,571,473,player,0.924203634262085
110,10,206,262,252,345,player,0.9202732443809509
110,150,895,324,934,386,player,0.7518760561943054
110,16,458,261,507,337,player,0.883105456829071
110,180,578,243,619,316,player,0.9265570044517517
110,189,1173,211,1223,275,player,0.9121811985969543
110,172,890,341,933,443,player,0.900179386138916
110,207,1203,257,1255,330,player,0.9103029370307922
110,219,1223,202,1273,268,player,0.8722610473632812
111,4,27,464,81,585,player,0.9266653060913086
111,6,740,335,777,421,player,0.8952047824859619
111,7,475,128,506,185,player,0.9082157015800476
111,8,894,168,936,231,player,0.8905615210533142
111,14,228,122,254,182,player,0.8774724006652832
111,109,626,325,663,397,player,0.8834352493286133
111,13,515,374,572,472,player,0.9149478673934937
111,10,193,262,239,346,player,0.9253313541412354
111,150,885,323,922,383,player,0.7888164520263672
111,16,449,261,499,337,player,0.9070864915847778
111,180,570,242,616,316,player,0.925696611404419
111,189,1171,212,1219,275,player,0.8819940090179443
111,172,890,342,931,445,player,0.8892435431480408
111,207,1199,258,1253,329,player,0.9112501740455627
111,219,1221,203,1271,270,player,0.8813695311546326
112,4,16,463,76,584,player,0.925864577293396
112,6,736,335,771,420,player,0.9077625870704651
112,7,468,128,497,186,player,0.9045019745826721
112,8,892,170,929,232,player,0.8554596304893494
112,14,215,122,244,182,player,0.9045406579971313
112,109,630,325,664,396,player,0.8407761454582214
112,13,509,373,573,471,player,0.9159626960754395
112,10,184,262,227,346,player,0.9168440699577332
112,150,873,322,911,386,player,0.8807750344276428
112,180,562,242,613,315,player,0.9263954162597656
112,189,1172,212,1215,273,player,0.8786132335662842
112,172,888,345,928,447,player,0.8816695809364319
112,207,1197,256,1247,330,player,0.8879210948944092
112,219,1217,204,1268,272,player,0.8682879209518433
113,4,5,464,69,584,player,0.9445269107818604
113,6,729,334,765,419,player,0.8595409393310547
113,7,462,128,487,185,player,0.9008552432060242
113,8,890,171,925,232,player,0.8770166635513306
113,14,200,123,232,182,player,0.9065245389938354
113,109,628,325,672,396,player,0.8773679733276367
113,13,506,374,571,472,player,0.9291251301765442
113,10,174,262,213,347,player,0.9041774868965149
113,150,862,322,901,388,player,0.8297123312950134
113,180,557,242,607,316,player,0.9221763014793396
113,189,1176,212,1211,273,player,0.8671165108680725
113,172,884,347,930,448,player,0.9175496697425842
113,207,1197,257,1241,329,player,0.8877083659172058
113,219,1219,205,1263,271,player,0.8172339200973511
113,233,4,499,69,584,player,0.5311680436134338
113,235,436,263,479,337,player,0.550097644329071
114,4,0,465,58,583,player,0.9252432584762573
114,6,720,332,758,417,player,0.8551312685012817
114,7,456,128,477,184,player,0.89797043800354
114,8,887,171,919,231,player,0.8931751251220703
114,14,187,124,221,181,player,0.9062237739562988
114,109,625,324,678,397,player,0.9015673995018005
114,13,509,375,562,473,player,0.871089518070221
114,10,166,261,200,347,player,0.9047467112541199
114,150,853,321,890,388,player,0.9136711955070496
114,180,554,243,598,316,player,0.9001952409744263
114,172,875,348,932,448,player,0.9156171679496765
114,207,1200,255,1236,328,player,0.8853877782821655
114,219,1215,206,1259,269,player,0.8794440627098083
115,4,0,466,48,583,player,0.9137973189353943
115,6,716,330,753,399,player,0.7364916801452637
115,7,447,127,469,184,player,0.8956393003463745
115,8,880,169,913,229,player,0.8936268091201782
115,14,174,124,209,181,player,0.9012553095817566
115,109,623,323,677,398,player,0.9039172530174255
115,13,514,377,556,473,player,0.8991645574569702
115,10,158,261,188,347,player,0.8660424947738647
115,150,844,320,880,389,player,0.9035205245018005
115,180,551,243,593,316,player,0.9066901803016663
115,189,1162,211,1205,275,player,0.8990652561187744
115,172,864,348,932,447,player,0.9328802227973938
115,207,1194,252,1231,328,player,0.9063592553138733
115,219,1218,207,1256,262,player,0.8393329977989197
115,16,430,263,465,338,player,0.43040984869003296
116,4,0,467,39,584,player,0.9381300806999207
116,6,712,329,747,388,player,0.8122263550758362
116,7,435,126,460,183,player,0.8864641785621643
116,8,871,168,906,228,player,0.9110702276229858
116,14,161,123,196,181,player,0.9004149436950684
116,109,622,321,669,398,player,0.9172120690345764
116,13,514,377,555,473,player,0.9309267401695251
116,10,150,260,175,348,player,0.8816832900047302
116,150,835,319,871,389,player,0.8852694630622864
116,180,551,242,587,316,player,0.9028332233428955
116,189,1157,211,1202,271,player,0.8754181861877441
116,172,856,348,927,447,player,0.923262894153595
116,207,1186,249,1227,327,player,0.8988540768623352
116,219,1217,205,1253,258,player,0.8506462574005127
116,243,689,338,740,408,player,0.8432291746139526
117,4,0,466,33,586,player,0.89311683177948
117,7,424,125,452,184,player,0.9118144512176514
117,8,863,167,901,228,player,0.9093162417411804
117,14,150,121,183,181,player,0.8986384868621826
117,109,622,319,656,398,player,0.9005537033081055
117,13,507,376,554,473,player,0.9243940711021423
117,10,137,260,163,347,player,0.8855912089347839
